school_ID,school_name,n_test_takers,mean_reading_score,mean_math_score,mean_writing_score
99Z120,COSMIQ Institute of Technology,29,413,333,358
37M358,Ecole Supérieure de Commerce de Clermont-Ferrand,125,480,312,458
11Q129,Taj International College,121,462,292,401
10M536,University of Charleston South Carolina,14,387,385,420
81X795,Pusan University of Foreign Studies,19,441,491,330
17I333,Huron University,68,494,356,419
97A207,Paier College of Art,19,342,436,454
21K747,International University of Africa (IUA),192,370,346,373
41L730,University of Surrey,18,422,279,377
49U233,Tohoku College of Pharmacy,63,421,501,401
92M371,Universidad Experimental Felix Adam,86,441,471,306
23N946,Devi Ahilya University of Indore,130,541,482,364
87Q018,"Independent University, Bangladesh",13,348,422,412
74I192,Northeastern University,14,411,428,362
20C973,Universidad Fermin Toro,81,412,448,409
54J192,University of Illinois at Chicago,49,394,375,373
29J341,Tansian University,22,327,435,448
55S297,Mid-American Bible College,92,402,330,305
75S953,American College Of Dubai,41,274,351,389
90Q931,St. Paul University,54,326,489,316
69O093,Bahir Dar University,116,451,404,444
75W213,Ocean University of China,63,360,519,329
79B510,Vilnius Pedagogical University,397,467,352,388
15T779,Cheljabinsk State Institute of Teacher Training,14,366,383,463
55L192,Shandong University of Triaditional Chinese Medicine,15,368,385,411
54D721,Technical University of Kenya,17,430,363,486
66M161,London Business School,50,348,417,469
68R597,Gebze Institute of Technology,90,371,416,433
52A683,University of South Carolina - Union,103,496,435,370
92C404,Indian Institute of Information Technology and Management - Kerala,212,521,390,328
03X120,Université des Sciences Sociales (Toulouse I),68,414,400,428
34L481,Texas Southern University,66,416,411,443
58N731,Escuela Superior de Gestion Comercial y Marketing (ESIC),75,387,310,424
98F970,University of Zululand,49,381,388,401
11H255,Danish University of Education,63,292,372,281
55W645,Universidade do Minho,121,456,483,355
34N118,McMurry University,49,416,370,358
38D979,Universidade do Minho,16,305,509,405
36U896,Baitulmal Management Institute (IPB),10,422,333,387
21H720,University of Minnesota - Duluth,397,415,386,373
46N709,Polytechnic University of Tirane,35,503,462,479
63T712,Stevens Institute of Technology,60,548,447,362
33T732,Royal University of Phnom Penh,10,424,455,523
37K652,Technical University of Mombasa,13,385,482,429
07J707,Institut d'Etudes Politiques de Bordeaux,22,446,450,376
70W694,Northern Lights College,49,364,463,389
45N731,Fred Hutchinson Cancer Research Center,212,314,440,358
72V301,Jagiellonian University Cracow,15,458,435,405
22C137,East-Siberian State Institute of Culture,90,396,363,407
47X521,Maranatha Baptist Bible College,212,396,496,434
37D592,California State Polytechnic University - Pomona,51,378,471,445
07L600,Universidade Fernando Pessoa,81,500,378,483
83E535,Aichi University of Education,686,428,335,414
75K192,Aga Khan University,50,330,478,278
30U766,Institute of Management and Business Technology,51,291,364,423
94O305,"Institute of Teachers Education, Sultan Mizan",287,433,535,339
88S308,Hungarian Academy of Fine Arts Budapest,31,450,415,243
64L934,Ionian University Corfu,66,366,325,390
00H035,Universitas Jayabaya,24,491,459,366
34A867,Southern College of Optometry,71,492,359,460
40C811,Frank Lloyd Wright School of Architecture,48,460,451,362
21H994,American International College,32,475,375,316
89B591,Hokkaigakuen University,121,444,355,328
09P498,Ambassador University,60,371,344,380
63D265,Tobb Economics and Technology University,50,426,498,325
99G379,University of North America,63,439,458,457
22G927,Tietgen Business College,22,314,418,395
21T369,Universidad La Republica,641,380,466,306
98O240,Eastern University,71,456,439,432
67P622,Finance Academy,48,445,425,389
44E320,Northeast Agricultural University,13,446,454,434
43B556,Hampshire College,113,496,416,355
65F415,Williams College,343,437,297,359
40A773,International Medical University,14,356,322,318
69C844,FTMS Global Academy,81,397,392,487
15J970,National Taiwan Normal University,15,452,431,422
17R538,University of New Caledonia,22,375,424,368
62Y459,Tottori University,22,468,455,365
30U791,Purdue University,31,438,381,516
94A566,Dicle (Tirgris) University,46,387,424,426
78V113,Chittagong University of Engineering and Technology,75,442,425,427
44F543,Yaroslavl International University of Business and New Technologies,48,343,368,522
69G987,Bahir Dar University,32,438,371,421
56S700,Nilai University College,75,461,391,448
90W540,Dalanj University,641,384,369,363
78D140,American InterContinental University - London,125,452,282,464
35Y792,Delaware Valley College,43,367,504,363
36J558,Kalmar University College,121,442,495,412
50N494,Comenius University in Bratislava,32,406,363,354
73C244,Santa Clara University,50,422,423,476
30W012,1 December University of Alba Iulia,31,389,473,329
49P471,Alcorn State University,87,350,459,346
11B358,Lancaster University Ghana,75,401,564,304
51H380,Athens University of Economics and Business,130,384,415,396
23G492,Agder University College,22,423,423,460
93M409,Taiz University,63,371,488,440
86F932,Phillips University,42,362,430,379
78Z152,South Carelian Polytechnic,343,455,483,354
48E766,Rajarata University of Sri Lanka,54,436,480,290
81L677,Seton Hill College,32,363,408,451
03S265,Instituto Politécnico de Portalegre,48,443,287,403
79U486,E.A.P. Europäische Wirtschaftshochschule Berlin,302,327,335,515
13H840,Sam Houston State University,50,398,519,333
05L799,California University of Management and Sciences,14,398,504,393
33G132,University of World Economy and Diplomacy,75,366,371,268
33Y624,University of King's College,87,352,430,351
47D717,Shandong Medical University,66,373,361,331
15K866,Kwame Nkrumah University of Science and Technology,113,407,434,361
34N537,University of Performing Arts in Bratislava,42,505,421,358
38S198,Université de Liège,54,454,524,290
98D756,Fatima mata national college kollam kerala,44,493,389,345
76G718,Heilongjiang August 1st Reclamation University,22,285,457,303
90S674,Showa Women's University,14,424,474,563
29F589,Amrita Vishwa Vidyapeetham (Deemed University),103,390,375,397
85O319,Sree Chitra Tirunal Institute for Medical Sciences and Technology,192,421,347,449
31K608,"Universidad Tecnologica ""Vicente Perez Rosales""",41,404,450,448
93B762,National Academy of Fine Arts,63,511,325,425
27M722,Shandong Economic University,32,282,474,526
43Y988,Universidad Cuauhtémoc,627,337,402,416
15J516,Beykent University,627,288,380,283
87E160,Kwansei Gakuin University,103,350,358,447
30P082,Benadir University,103,453,441,435
99K050,Adnan Menderes University,68,389,444,294
18S393,Moldova State University,116,457,372,410
51X758,Universidad de Piura,192,452,446,318
51O198,Nizhny Novgorod State University,212,386,361,357
71J807,AGH University of Science and Technology,51,428,380,274
54D400,University of North Carolina at Pembroke,29,406,354,413
76S484,University of Strathclyde,104,367,352,390
91Q177,Universidad Central de Nicaragua,60,425,298,352
57S833,Universidad Autónoma Metropolitana,54,467,393,425
71K882,"Academy of Music ""Georghe Dima"" Cluj-Napoca",16,478,485,469
64P061,Northwest A&F University,66,431,417,432
50S041,Universitas Gunadarma,52,358,370,364
99Y010,Kyrgyz Turkish  Manas University,32,412,548,479
58J824,Okayama University,50,389,469,453
83A168,Samara State University,54,398,292,396
51R970,Universidad Católica Argentina Santa Maria de los Buenos Aires,397,372,343,395
91V624,Coe College,31,467,423,367
68V616,Saratov State Technical University,81,328,483,370
12O099,Universidad de Talca,53,406,409,317
21D037,Lakeview College of Nursing,46,553,324,388
49P802,Universität Salzburg,22,412,376,484
45G665,Fine Arts Academy in Wroclaw,63,418,370,461
56Q629,University of Rio Grande,22,368,542,278
54L663,The Catholic University of America,116,427,484,426
77E465,Technical University of Crete,57,454,449,399
26C397,Rand Graduate School of Policy Studies,53,356,427,352
35N376,"National University of Ireland, Galway",81,378,437,404
66V963,Technological University (Banmaw),40,554,448,477
95R620,"Arab Open University, Kuwait Branch",90,474,432,426
70D978,Universidad Bolivariana de Venezuela,22,514,400,390
15Z806,State University of New York College at Oneonta,121,437,439,368
48N309,University of Macerata,14,322,446,355
45K427,Collegium Civitas,17,379,375,314
45D856,Roger Williams University,42,429,405,354
58R410,Claremont Graduate University,105,461,454,506
13M202,Indian Statistical Institute,87,351,389,479
07Y802,University of Berne,42,486,476,329
59I729,Huazhong University of Science and Technology,54,406,389,377
39O448,University of Science and Technology Beijing,46,434,381,397
56J348,Swinburne University of Technology,192,381,375,419
51F897,University of Maastricht,54,446,403,296
63A230,Al-hikmah University,68,492,408,327
94E244,Nippon Bunri University,19,476,380,430
23A525,Kilimanjaro Christian Medical College,13,374,446,279
49G953,Gomel State Medical University,87,418,412,342
59T842,University of Applied Sciences Rapperswil,14,444,487,331
43D044,Bhupendra Narayan Mandal University,67,431,454,440
60U074,Katholische Fachhochschule Nordrhein-Westfalen,41,459,362,328
92P982,Beykent University,18,375,436,371
75Q027,Tabriz University,68,405,436,471
99C902,Shikoku University,686,331,374,390
09H199,Ecole Supérieure de Chimie Physique Electronique de Lyon,105,370,437,394
36P772,Liszt Ferenc Academy of Music Budapest,1047,353,356,416
62X361,Budapest Buddhist University,50,354,430,385
56Y033,Al-Asmarya University for Islamic Studies,68,437,475,345
77L070,Xi'an Jiaotong University,50,349,424,439
66W456,Frostburg State University,10,485,392,403
14D368,Ecole Nationale Supérieure de Chimie de Rennes,75,359,353,391
93Y628,Kazan State Academy of Architecture and Civil Engineering,40,390,431,307
73V547,Assosa University,641,451,248,437
60S738,Universidad Católica Santo Toribio de Mogrovejo,641,298,378,438
22L172,Saybrook Institute,113,415,397,515
47B033,Southern Illinois University at Carbondale,24,378,372,388
12X713,"California State University, Los Angeles",86,409,399,490
97J982,Universitas Sultan Ageng Tirtayasa,50,383,417,360
67D602,Ambassador University,397,401,524,467
40S603,Universidade Federal do Rio de Janeiro,212,379,380,359
34H409,Universidad Gabriela Mistral,31,352,397,436
31O313,Siberian Academy of Public Services,32,347,413,291
65B091,TaiChung Healthcare and Management University,90,375,358,241
82Z100,Universitas Sarjanawiyata Tamansiswa,57,470,340,331
71H785,Faculdade Integradas do Ceará,125,462,453,382
98D917,Cardinal Stritch University,287,302,415,465
