school_ID,school_name,n_test_takers,mean_reading_score,mean_math_score,mean_writing_score
00F651,University of Kirkuk,536,761,770,640
38N898,Universitas Katolik Soegijapranoto,739,787,383,411
85U267,"California State University, Los Angeles",906,415,430,542
57R822,Japan Women's University,903,492,448,214
62Z314,Universitas Pesantren Darul Ulum Jombang,937,423,605,333
99T583,University of Swaziland,484,305,613,624
09G714,Biju Pattnaik University of Technology,707,322,326,509
29B913,Fachhochschule Burgenland,377,514,423,251
62W621,Payap University Chaiang Mai,646,429,317,257
14S764,Gifu University for Education and Languages,548,795,530,761
31Q604,Takachiho University,711,526,509,352
50G161,Avondale College,962,612,223,473
95I113,Manchester College,644,331,246,252
81W911,Rajasthan Technical University,641,470,772,389
20H434,Norway's Information Technology University College,374,715,747,758
11M173,Aga Khan University,997,352,458,371
84N336,University of Science and Arts of Oklahoma,613,390,430,287
07V988,Dallas Baptist University,831,434,727,674
11N682,Western Delta University,613,400,545,756
86L316,Livingstone College,305,366,214,314
41C053,Lynn University,1045,338,411,228
54P253,Osaka Dental University,70,582,440,363
86T329,Universität Salzburg,634,772,437,393
22Z700,Yangtze Normal University,436,758,468,207
80P858,Ave Maria University,76,445,210,520
39A327,University of Lausanne,718,589,591,481
09S768,"University of Elbasan ""Aleksander Xhuvani""",917,256,470,237
69R422,Pacific Lutheran University,877,637,280,459
33J509,Universidad de Los Lagos,364,211,532,550
88E207,Technological University (Maubin),768,345,541,661
31Y464,Trakia University Stara Zagora,64,248,656,209
83P351,"Johns Hopkins University, SAIS Bologna Center",691,409,371,290
60D669,Bloomsburg University of Pennsylvania,275,283,398,461
33Z804,Thiel College,581,599,606,665
62V494,Universidade Federal Rural de Pernambuco,794,518,682,556
38W457,Universidad Peruana Union,527,250,603,299
62E374,Kassala University,231,692,283,449
87Z445,Pontificia Università S. Tommaso,432,360,315,303
34V296,The Cooper Union for the Advancement of Science and Art,51,211,349,327
52K430,National Pingtung University of Science and Technology,53,388,794,796
91X732,Deutsche Hochschule für Verwaltungswissenschaften Speyer,274,768,517,210
03H855,University of Derby,226,628,562,747
02T060,Skadron College,283,767,411,400
14U926,Sanyo Gakuen University,295,612,704,262
52V589,Fachhochschulstudiengänge der Wiener Wirtschaft,228,517,672,741
77L585,Kamrah International Institute of Technology (KIIT),877,481,578,793
17C599,Universidade do Estado do Rio de Janeiro,640,410,258,238
18L406,Catawba College,703,407,597,626
07U804,Mohan Lal Sukhadia University,262,334,538,659
26S404,Rhodes University,417,340,368,639
51M352,Academy of Economics in Poznan,748,568,590,253
52J802,Liaoning Technical University,595,255,481,268
04M841,Universitas Lancang Kuning,175,612,449,236
44X803,King Abdul Aziz University,905,670,291,374
36S121,De La Salle University,551,742,252,447
60D040,Institut Teknologi Brunei,815,773,766,378
78A539,University of Bolton,29,263,525,584
20N630,Lincoln University Missouri,665,482,282,403
83B428,Liaocheng Teachers University,915,754,262,545
98W377,Kyushu Institute of Technology,274,587,357,357
65O492,Ecole Supérieure d'Ingénieurs de Marseille,632,200,566,369
05D122,Ho Chi Minh City University of Natural Sciences,314,602,758,232
87E160,University of Insubria,1015,271,509,508
90C685,Universidad Iberoamericana de Ciencia y Tecnologia,195,776,684,603
10H952,Kanazawa Medical University,399,605,362,280
07Q895,National Taipei Teachers College,730,448,669,694
19K293,Lulea University of Technology,214,503,290,472
15Y301,Military Institute of Science and Technology,107,684,208,720
51V723,Universität der Bundeswehr Hamburg,824,458,431,330
33Z984,University of Wisconsin - River Falls,595,363,546,745
17F954,Guangzhou University,943,757,575,772
72D901,Universidad Libre de Costa Rica,584,654,388,512
08D812,Samuel Merritt College,212,743,523,494
00H207,Technikum Wien,236,410,461,528
80N086,Manhattanville College,108,366,409,597
63W040,State University of New York College of Agriculture and Technology at Cobleskill,216,471,406,204
20P447,Universidad Central del Este,1024,780,680,715
56J269,Shanghai University of Finance and Economics,17,259,362,385
02K517,Davidson College,627,249,751,614
65G517,Pontifcia Universitas a S.Thomas Aquinate in Urbe,502,758,537,799
15K090,University of Economics Varna,763,621,748,327
84A401,Pontifcia Università Gregoriana,899,535,616,446
93R603,Southern Wesleyan University,344,392,231,503
09N246,Valahia University of Targoviste,938,229,772,690
15A731,Sri Venkateswara Institute of Medical Sciences,628,364,565,412
34T302,Osaka Dental University,139,781,273,768
63Y252,Tianjin Medical University,914,630,300,377
81L815,Kunitachi College of Music,825,670,515,731
59B106,New Era University,16,509,508,756
16B516,Aleksander Zelwerowicz State Theatre Academy,536,286,757,308
99I877,Wilberforce University,938,425,532,319
61P847,Universitas Muhammadiyah Jember,91,429,617,335
71Y797,Wakayama University,1021,748,547,419
10S100,Tokyo University of Art and Design,916,469,385,484
29G790,"Islamic Azad University, Tehran South",904,546,636,228
81D462,Somaliland University of Technology,623,750,404,297
00Q197,Université Panthéon-Assas (Paris II),717,736,656,510
10Q505," Akanu Ibiam Federal Polytechnic, Unwana",495,470,262,545
98Y110,Gaziosmanpasa University,797,568,474,721
90U233,Hungarian University of Physical Education,198,746,534,416
48H341,University of Naples Federico II,376,483,613,233
16Q363,Korea National University of Arts,407,610,723,594
10L932,Universidad Metropolitana de Monterrey,958,799,399,601
79B785,Wright Institute,1031,769,773,350
47K663,Chowan College,55,350,728,421
54M705,Burdwan University,876,779,461,620
91M644,Okinawa Prefectural University of Fine Arts,952,688,500,789
15Y454,Mount Holyoke College,492,277,238,248
49D970,Furman University,946,221,669,693
20N979,Kemerovo State University,951,575,328,686
38Z086,"University of St. Thomas, St. Paul",1040,341,366,340
03A502,Aarhus School of Architecture,103,444,459,590
17N709,Warner Southern College,148,684,798,369
05A326,"Ecole Nationale Supérieure d'Electronique, d'Electrotechnique, d'Informatique et d'Hydraulique de Toulouse",376,247,635,357
75C592,Universidad Los Angeles de Chimbote,949,716,513,599
88H318,Ashkelon Academic College,400,265,219,568
88H761,China University of Political Science and Law,727,371,727,406
46U973,Fachhochschule Ingolstadt,663,674,308,600
79G791,Harbin University of Civil Engineering & Architecture,729,513,483,720
31F214,Baitulmal Management Institute (IPB),682,497,285,707
51P988,University of Dongola,588,449,627,578
24S674,University of Maryland Baltimore County,695,221,659,375
55Y241,Kochi Women's University,238,514,233,418
32T006,University of Modern Sciences,929,211,362,425
59T125,Sekolah Tinggi Akuntansi Negara (STAN),160,507,707,537
82B296,West Suburban College of Nursing,1018,308,266,683
81X291,Hyupsung University,911,688,681,714
18T738,Fukui Prefectural University,715,402,271,672
54L939,Academy of Fine Arts and Design in Bratislava,414,321,512,576
86N413,"University of Roma ""Tor Vergata""",562,390,415,494
80Z925,Agriculture and Forestry University,824,267,555,450
59J185,University of Teramo,826,303,640,611
79J319,Gulf University for Science and Technology,625,483,740,782
02P762,Fundacion Escuela Colombiana de Rehabiliación,648,397,541,467
34K317,Ecole Supérieure d'Optique,376,518,278,348
38J112,Universidad San Pablo,985,215,772,633
97X398,National Yang Ming Medical College,282,328,718,491
62L639,Minsk Institute of Management,185,498,722,609
74W882,University of Prince Edward Island,805,539,487,661
36H763,College of Education Oju,212,390,485,566
48T504,Université Michel de Montaigne (Bordeaux III ),757,652,233,607
87F164,Augustana Hochschule Neuendettelsau,533,304,281,413
08W141,Shukutoku University,717,277,745,593
53C553,Universitas Janabadra,926,438,730,458
73E131,Université Ez-Zitouna,1004,782,584,521
03C879,Univesidade Agostinho Neto,358,200,373,553
22D852,Penza State University,936,314,620,481
84K928,Kabarak University,696,759,274,407
27M040,Swedish University of Agricultural Sciences,158,302,566,642
59P958,University of Ostrava,309,335,294,387
62S048,University of Kashmir,910,419,286,684
56P917,Universidad de La Frontera,952,686,329,485
31L769,Universidad Autónoma Juan Misael Saracho,616,511,744,784
60R542,"Schiller International University, Strasbourg",555,592,211,702
09J144,Fachhochschule Nordostniedersachsen,748,516,220,662
64S440,Afeka Tel Aviv Academic College of Engineering,522,228,696,651
08Z039,Prague Institute of Chemical Technology,709,428,686,742
88P038,The Queen's University Belfast,1015,220,601,503
03P593,"Islamic Azad University, Shiraz",472,708,354,501
88P281,Norway's Information Technology University College,149,711,489,735
68C632,Universidad Rural de Guatemala,832,349,543,475
44V296,Ecole Supérieure de Commerce et des Affaires,420,332,786,460
99E873,Tamkang University,364,222,766,409
03V184,Dordt College,341,660,545,538
57C717,Ecole Nationale d'Ingénieurs de Saint-Etienne,546,216,615,241
70M249,Universidad Central del Caribe,166,539,459,699
77Y803,Geneva College,65,505,225,342
04R925,Tokyo University of Mercantile Marine,609,674,371,495
24P272,Ohio University - Lancaster,838,759,344,574
16S992,Ecole Supérieure de Commerce de Marseille-Provence,363,382,455,581
19U471,Belarussian State University,335,787,289,792
58W613,College of Visual Arts,301,456,384,682
12G233,Eureka College,955,523,518,229
79L896,St. Joseph's College New York,612,525,611,461
22W788,Misan University,294,764,404,492
38H783,University of Wisconsin - Stout,755,494,718,457
77G324,Kirikkale University,938,408,363,599
09P815,Beijing Polytechnic University,436,706,551,702
45T486,Shihezi University ,269,479,531,225
17X583,University of Novi Sad,987,743,757,264
82V790,Keller Graduate School of Management,1019,669,372,633
37Q852,Université d'Antananarivo,737,710,369,645
20E073,Shandong University of Art and Design,787,524,298,447
69V919,Universidade Federal do Vale do São Francisco,601,603,239,451
29N788,Voronezh State University,553,546,334,605
81K421,Universiteit Gent,795,407,322,437
21V881,St. Peter's College,83,688,510,736
23F457,University of Pennsylvania,459,315,750,743
12W194,Deccan College Postgraduate and Research Institute,191,653,457,244
