Time,OrderID,ItemID,MenuItem,Side 1,Side 2
4/12/20 14:39,3132,1,Small Platter - Brisket,Mac and Cheese,
4/12/20 14:42,3133,1,Small Platter - Brisket,Mac and Cheese,
4/12/20 14:50,3134,1,Small Platter - Pulled Pork,Baked Beans,
4/12/20 14:50,3134,2,Large Platter - Ribs,Fries,Mac and Cheese
4/12/20 14:50,3134,3,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 15:08,3135,1,Large Platter - Pulled Pork,Fries,Green Beans
4/12/20 15:09,3136,1,Small Platter - Ribs,Mac and Cheese,
4/12/20 15:09,3137,1,Sandwich - Pulled Pork,Baked Beans,
4/12/20 15:09,3137,2,Large Platter - Ribs,Mac and Cheese,Green Beans
4/12/20 15:09,3137,3,Sandwich - Brisket,Fries,
4/12/20 15:09,3137,4,Large Platter - Pulled Pork,Green Beans,Fries
4/12/20 15:09,3137,5,Sandwich - Pulled Pork,Fries,
4/12/20 15:09,3137,6,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 15:14,3138,1,Sandwich - Pulled Pork,Fries,
4/12/20 15:14,3138,2,Sandwich - Brisket,Fries,
4/12/20 15:14,3139,1,Small Platter - Ribs,Fries,
4/12/20 15:14,3139,2,Sandwich - Pulled Pork,Fries,
4/12/20 15:16,3140,1,Sandwich - Brisket,Fries,
4/12/20 15:16,3140,2,Small Platter - Ribs,Mac and Cheese,
4/12/20 15:20,3141,1,Small Platter - Brisket,Fries,
4/12/20 15:20,3141,2,Sandwich - Brisket,Fries,
4/12/20 15:22,3142,1,Sandwich - Pulled Pork,Fries,
4/12/20 15:22,3142,2,Small Platter - Ribs,Fries,
4/12/20 15:22,3142,3,Sandwich - Brisket,Fries,
4/12/20 15:23,3143,1,Large Platter - Pulled Pork,Mac and Cheese,Green Beans
4/12/20 15:23,3143,2,Small Platter - Ribs,Fries,
4/12/20 15:26,3144,1,Sandwich - Pulled Pork,Fries,
4/12/20 15:26,3144,2,Sandwich - Pulled Pork,Fries,
4/12/20 15:35,3145,1,Large Platter - Pulled Pork,Mac and Cheese,Green Beans
4/12/20 15:35,3145,2,Small Platter - Pulled Pork,Fries,
4/12/20 15:39,3146,1,Sandwich - Brisket,Fries,
4/12/20 15:45,3147,1,Large Platter - Pulled Pork,Fries,Fries
4/12/20 15:45,3147,2,Sandwich - Pulled Pork,Fries,
4/12/20 15:55,3148,1,Sandwich - Brisket,Baked Beans,
4/12/20 15:55,3148,2,Sandwich - Pulled Pork,Fries,
4/12/20 15:56,3149,1,Small Platter - Pulled Pork,Baked Beans,
4/12/20 15:56,3150,1,Small Platter - Ribs,Fries,
4/12/20 15:56,3150,2,Small Platter - Brisket,Fries,
4/12/20 15:59,3151,1,Sandwich - Pulled Pork,Fries,
4/12/20 15:59,3152,1,Sandwich - Pulled Pork,Baked Beans,
4/12/20 15:59,3152,2,Sandwich - Pulled Pork,Baked Beans,
4/12/20 16:02,3153,1,Sandwich - Pulled Pork,Fries,
4/12/20 16:02,3153,2,Large Platter - Pulled Pork,Fries,Fries
4/12/20 16:03,3154,1,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 16:03,3154,2,Large Platter - Pulled Pork,Green Beans,Baked Beans
4/12/20 16:03,3154,3,Sandwich - Pulled Pork,Fries,
4/12/20 16:03,3154,4,Small Platter - Ribs,Green Beans,
4/12/20 16:03,3154,5,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 16:03,3154,6,Sandwich - Brisket,Mac and Cheese,
4/12/20 16:05,3155,1,Small Platter - Pulled Pork,Baked Beans,
4/12/20 16:05,3155,2,Large Platter - Brisket,Baked Beans,Baked Beans
4/12/20 16:08,3156,1,Large Platter - Brisket,Mac and Cheese,Fries
4/12/20 16:09,3157,1,Small Platter - Brisket,Green Beans,
4/12/20 16:09,3157,2,Small Platter - Ribs,Mac and Cheese,
4/12/20 16:09,3158,1,Small Platter - Brisket,Fries,
4/12/20 16:09,3158,2,Large Platter - Pulled Pork,Fries,Baked Beans
4/12/20 16:13,3159,1,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 16:13,3159,2,Small Platter - Brisket,Green Beans,
4/12/20 16:15,3160,1,Large Platter - Brisket,Mac and Cheese,Baked Beans
4/12/20 16:16,3161,1,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 16:16,3161,2,Small Platter - Pulled Pork,Baked Beans,
4/12/20 16:17,3162,1,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 16:17,3162,2,Sandwich - Brisket,Baked Beans,
4/12/20 16:18,3163,1,Sandwich - Pulled Pork,Fries,
4/12/20 16:18,3163,2,Large Platter - Brisket,Baked Beans,Baked Beans
4/12/20 16:18,3163,3,Large Platter - Ribs,Green Beans,Mac and Cheese
4/12/20 16:21,3164,1,Small Platter - Ribs,Green Beans,
4/12/20 16:21,3164,2,Small Platter - Pulled Pork,Green Beans,
4/12/20 16:21,3164,3,Sandwich - Brisket,Fries,
4/12/20 16:25,3165,1,Sandwich - Brisket,Fries,
4/12/20 16:25,3165,2,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 16:25,3166,1,Large Platter - Pulled Pork,Baked Beans,Baked Beans
4/12/20 16:25,3166,2,Sandwich - Brisket,Green Beans,
4/12/20 16:25,3166,3,Large Platter - Pulled Pork,Fries,Mac and Cheese
4/12/20 16:26,3167,1,Large Platter - Pulled Pork,Baked Beans,Fries
4/12/20 16:26,3167,2,Large Platter - Brisket,Fries,Fries
4/12/20 16:32,3168,1,Sandwich - Pulled Pork,Fries,
4/12/20 16:32,3168,2,Sandwich - Pulled Pork,Fries,
4/12/20 16:37,3169,1,Large Platter - Pulled Pork,Green Beans,Baked Beans
4/12/20 16:38,3170,1,Large Platter - Pulled Pork,Baked Beans,Green Beans
4/12/20 16:38,3170,2,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 16:38,3170,3,Sandwich - Pulled Pork,Fries,
4/12/20 16:38,3170,4,Large Platter - Pulled Pork,Green Beans,Green Beans
4/12/20 16:43,3171,1,Large Platter - Pulled Pork,Baked Beans,Mac and Cheese
4/12/20 16:43,3171,2,Sandwich - Pulled Pork,Fries,
4/12/20 16:43,3171,3,Small Platter - Pulled Pork,Fries,
4/12/20 16:43,3171,4,Large Platter - Pulled Pork,Green Beans,Green Beans
4/12/20 16:44,3172,1,Large Platter - Ribs,Green Beans,Baked Beans
4/12/20 16:44,3172,2,Small Platter - Ribs,Fries,
4/12/20 16:46,3173,1,Sandwich - Pulled Pork,Fries,
4/12/20 16:46,3173,2,Sandwich - Pulled Pork,Fries,
4/12/20 16:49,3174,1,Sandwich - Pulled Pork,Fries,
4/12/20 16:49,3174,2,Sandwich - Brisket,Fries,
4/12/20 16:50,3175,1,Large Platter - Pulled Pork,Mac and Cheese,Mac and Cheese
4/12/20 16:50,3175,2,Large Platter - Brisket,Green Beans,Green Beans
4/12/20 16:54,3176,1,Small Platter - Pulled Pork,Green Beans,
4/12/20 16:54,3176,2,Sandwich - Brisket,Fries,
4/12/20 16:54,3176,3,Sandwich - Pulled Pork,Fries,
4/12/20 17:00,3177,1,Sandwich - Pulled Pork,Fries,
4/12/20 17:00,3177,2,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 17:02,3178,1,Sandwich - Pulled Pork,Fries,
4/12/20 17:02,3178,2,Large Platter - Pulled Pork,Baked Beans,Mac and Cheese
4/12/20 17:02,3178,3,Sandwich - Brisket,Fries,
4/12/20 17:02,3178,4,Large Platter - Pulled Pork,Baked Beans,Green Beans
4/12/20 17:05,3179,1,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 17:05,3179,2,Sandwich - Brisket,Fries,
4/12/20 17:10,3180,1,Small Platter - Pulled Pork,Baked Beans,
4/12/20 17:10,3180,2,Small Platter - Pulled Pork,Fries,
4/12/20 17:10,3180,3,Sandwich - Brisket,Fries,
4/12/20 17:10,3181,1,Sandwich - Brisket,Fries,
4/12/20 17:10,3181,2,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 17:10,3181,3,Sandwich - Brisket,Fries,
4/12/20 17:11,3182,1,Small Platter - Ribs,Fries,
4/12/20 17:11,3182,2,Sandwich - Pulled Pork,Fries,
4/12/20 17:14,3183,1,Small Platter - Pulled Pork,Fries,
4/12/20 17:15,3184,1,Small Platter - Pulled Pork,Baked Beans,
4/12/20 17:15,3184,2,Small Platter - Ribs,Fries,
4/12/20 17:15,3184,3,Large Platter - Pulled Pork,Green Beans,Baked Beans
4/12/20 17:15,3184,4,Small Platter - Brisket,Baked Beans,
4/12/20 17:16,3185,1,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 17:16,3185,2,Sandwich - Brisket,Fries,
4/12/20 17:16,3186,1,Small Platter - Ribs,Baked Beans,
4/12/20 17:16,3186,2,Small Platter - Ribs,Mac and Cheese,
4/12/20 17:16,3186,3,Sandwich - Brisket,Fries,
4/12/20 17:17,3187,1,Large Platter - Pulled Pork,Green Beans,Mac and Cheese
4/12/20 17:17,3187,2,Large Platter - Pulled Pork,Fries,Green Beans
4/12/20 17:22,3188,1,Small Platter - Brisket,Baked Beans,
4/12/20 17:22,3188,2,Sandwich - Pulled Pork,Fries,
4/12/20 17:23,3189,1,Large Platter - Pulled Pork,Fries,Mac and Cheese
4/12/20 17:23,3189,2,Small Platter - Pulled Pork,Fries,
4/12/20 17:24,3190,1,Sandwich - Brisket,Baked Beans,
4/12/20 17:24,3190,2,Sandwich - Pulled Pork,Fries,
4/12/20 17:25,3191,1,Small Platter - Pulled Pork,Baked Beans,
4/12/20 17:26,3192,1,Large Platter - Brisket,Fries,Baked Beans
4/12/20 17:26,3192,2,Small Platter - Brisket,Green Beans,
4/12/20 17:28,3193,1,Large Platter - Brisket,Green Beans,Green Beans
4/12/20 17:28,3193,2,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 17:28,3194,1,Small Platter - Brisket,Baked Beans,
4/12/20 17:29,3195,1,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 17:29,3195,2,Large Platter - Pulled Pork,Green Beans,Green Beans
4/12/20 17:30,3196,1,Sandwich - Pulled Pork,Fries,
4/12/20 17:30,3196,2,Sandwich - Brisket,Fries,
4/12/20 17:30,3196,3,Large Platter - Ribs,Mac and Cheese,Green Beans
4/12/20 17:35,3197,1,Large Platter - Brisket,Fries,Baked Beans
4/12/20 17:35,3197,2,Small Platter - Ribs,Mac and Cheese,
4/12/20 17:35,3198,1,Large Platter - Pulled Pork,Baked Beans,Fries
4/12/20 17:35,3198,2,Large Platter - Brisket,Fries,Baked Beans
4/12/20 17:35,3198,3,Sandwich - Brisket,Fries,
4/12/20 17:36,3199,1,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 17:40,3200,1,Sandwich - Brisket,Fries,
4/12/20 17:40,3200,2,Sandwich - Pulled Pork,Fries,
4/12/20 17:41,3201,1,Small Platter - Ribs,Baked Beans,
4/12/20 17:41,3202,1,Small Platter - Pulled Pork,Fries,
4/12/20 17:41,3202,2,Large Platter - Ribs,Baked Beans,Fries
4/12/20 17:41,3203,1,Large Platter - Pulled Pork,Mac and Cheese,Mac and Cheese
4/12/20 17:41,3203,2,Small Platter - Ribs,Mac and Cheese,
4/12/20 17:42,3204,1,Large Platter - Pulled Pork,Mac and Cheese,Mac and Cheese
4/12/20 17:43,3205,1,Small Platter - Pulled Pork,Fries,
4/12/20 17:43,3205,2,Sandwich - Brisket,Fries,
4/12/20 17:43,3205,3,Large Platter - Pulled Pork,Mac and Cheese,Mac and Cheese
4/12/20 17:46,3206,1,Small Platter - Ribs,Fries,
4/12/20 17:47,3207,1,Large Platter - Pulled Pork,Green Beans,Fries
4/12/20 17:47,3207,2,Large Platter - Brisket,Green Beans,Green Beans
4/12/20 17:48,3208,1,Small Platter - Pulled Pork,Green Beans,
4/12/20 17:48,3208,2,Large Platter - Pulled Pork,Baked Beans,Green Beans
4/12/20 17:49,3209,1,Small Platter - Brisket,Fries,
4/12/20 17:49,3209,2,Sandwich - Pulled Pork,Fries,
4/12/20 17:49,3209,3,Large Platter - Ribs,Mac and Cheese,Mac and Cheese
4/12/20 17:52,3210,1,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 17:52,3210,2,Sandwich - Pulled Pork,Fries,
4/12/20 17:53,3211,1,Large Platter - Pulled Pork,Green Beans,Green Beans
4/12/20 17:53,3211,2,Large Platter - Ribs,Baked Beans,Baked Beans
4/12/20 17:53,3211,3,Sandwich - Pulled Pork,Baked Beans,
4/12/20 17:54,3212,1,Sandwich - Pulled Pork,Fries,
4/12/20 17:54,3212,2,Sandwich - Brisket,Fries,
4/12/20 17:56,3213,1,Large Platter - Pulled Pork,Green Beans,Baked Beans
4/12/20 17:56,3213,2,Sandwich - Brisket,Fries,
4/12/20 17:56,3214,1,Large Platter - Ribs,Fries,Mac and Cheese
4/12/20 17:56,3214,2,Sandwich - Pulled Pork,Green Beans,
4/12/20 17:58,3215,1,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 17:58,3215,2,Sandwich - Pulled Pork,Green Beans,
4/12/20 18:01,3216,1,Sandwich - Pulled Pork,Baked Beans,
4/12/20 18:02,3217,1,Small Platter - Pulled Pork,Baked Beans,
4/12/20 18:05,3218,1,Small Platter - Brisket,Mac and Cheese,
4/12/20 18:06,3219,1,Sandwich - Pulled Pork,Fries,
4/12/20 18:06,3219,2,Large Platter - Pulled Pork,Fries,Mac and Cheese
4/12/20 18:07,3220,1,Sandwich - Pulled Pork,Fries,
4/12/20 18:08,3221,1,Small Platter - Brisket,Baked Beans,
4/12/20 18:09,3222,1,Small Platter - Brisket,Green Beans,
4/12/20 18:09,3222,2,Sandwich - Brisket,Fries,
4/12/20 18:10,3223,1,Small Platter - Pulled Pork,Fries,
4/12/20 18:12,3224,1,Sandwich - Pulled Pork,Fries,
4/12/20 18:12,3225,1,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 18:12,3225,2,Sandwich - Brisket,Fries,
4/12/20 18:12,3225,3,Small Platter - Pulled Pork,Green Beans,
4/12/20 18:13,3226,1,Large Platter - Pulled Pork,Mac and Cheese,Green Beans
4/12/20 18:13,3227,1,Sandwich - Brisket,Fries,
4/12/20 18:13,3227,2,Sandwich - Pulled Pork,Fries,
4/12/20 18:13,3227,3,Sandwich - Brisket,Fries,
4/12/20 18:13,3227,4,Large Platter - Ribs,Baked Beans,Mac and Cheese
4/12/20 18:13,3227,5,Sandwich - Brisket,Fries,
4/12/20 18:14,3228,1,Sandwich - Brisket,Fries,
4/12/20 18:14,3229,1,Large Platter - Ribs,Fries,Green Beans
4/12/20 18:14,3229,2,Small Platter - Ribs,Fries,
4/12/20 18:14,3230,1,Sandwich - Pulled Pork,Fries,
4/12/20 18:16,3231,1,Large Platter - Pulled Pork,Baked Beans,Green Beans
4/12/20 18:16,3231,2,Small Platter - Ribs,Fries,
4/12/20 18:16,3232,1,Sandwich - Pulled Pork,Fries,
4/12/20 18:16,3232,2,Small Platter - Pulled Pork,Baked Beans,
4/12/20 18:18,3233,1,Sandwich - Pulled Pork,Fries,
4/12/20 18:18,3233,2,Sandwich - Brisket,Fries,
4/12/20 18:18,3233,3,Sandwich - Pulled Pork,Green Beans,
4/12/20 18:18,3233,4,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 18:18,3233,5,Sandwich - Brisket,Fries,
4/12/20 18:18,3233,6,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 18:18,3234,1,Large Platter - Ribs,Baked Beans,Green Beans
4/12/20 18:18,3234,2,Large Platter - Ribs,Green Beans,Mac and Cheese
4/12/20 18:20,3235,1,Large Platter - Ribs,Fries,Green Beans
4/12/20 18:20,3235,2,Sandwich - Brisket,Fries,
4/12/20 18:20,3235,3,Sandwich - Brisket,Fries,
4/12/20 18:20,3235,4,Large Platter - Brisket,Mac and Cheese,Green Beans
4/12/20 18:20,3235,5,Sandwich - Pulled Pork,Green Beans,
4/12/20 18:20,3236,1,Sandwich - Pulled Pork,Fries,
4/12/20 18:20,3236,2,Small Platter - Brisket,Fries,
4/12/20 18:23,3237,1,Sandwich - Pulled Pork,Baked Beans,
4/12/20 18:23,3237,2,Large Platter - Pulled Pork,Baked Beans,Mac and Cheese
4/12/20 18:24,3238,1,Sandwich - Brisket,Fries,
4/12/20 18:24,3238,2,Sandwich - Pulled Pork,Fries,
4/12/20 18:24,3239,1,Sandwich - Brisket,Fries,
4/12/20 18:25,3240,1,Sandwich - Brisket,Fries,
4/12/20 18:25,3240,2,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 18:25,3241,1,Large Platter - Pulled Pork,Green Beans,Baked Beans
4/12/20 18:25,3241,2,Sandwich - Brisket,Fries,
4/12/20 18:26,3242,1,Small Platter - Pulled Pork,Green Beans,
4/12/20 18:26,3242,2,Sandwich - Brisket,Fries,
4/12/20 18:26,3243,1,Sandwich - Brisket,Fries,
4/12/20 18:26,3243,2,Sandwich - Pulled Pork,Fries,
4/12/20 18:26,3244,1,Sandwich - Pulled Pork,Fries,
4/12/20 18:26,3244,2,Sandwich - Pulled Pork,Baked Beans,
4/12/20 18:27,3245,1,Small Platter - Brisket,Fries,
4/12/20 18:27,3245,2,Small Platter - Brisket,Baked Beans,
4/12/20 18:27,3245,3,Small Platter - Brisket,Green Beans,
4/12/20 18:29,3246,1,Small Platter - Pulled Pork,Baked Beans,
4/12/20 18:29,3246,2,Sandwich - Pulled Pork,Green Beans,
4/12/20 18:29,3246,3,Sandwich - Pulled Pork,Fries,
4/12/20 18:29,3246,4,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 18:29,3247,1,Large Platter - Brisket,Mac and Cheese,Mac and Cheese
4/12/20 18:31,3248,1,Small Platter - Pulled Pork,Fries,
4/12/20 18:32,3249,1,Small Platter - Ribs,Mac and Cheese,
4/12/20 18:32,3249,2,Small Platter - Brisket,Baked Beans,
4/12/20 18:32,3249,3,Sandwich - Pulled Pork,Fries,
4/12/20 18:32,3250,1,Sandwich - Brisket,Fries,
4/12/20 18:33,3251,1,Large Platter - Ribs,Baked Beans,Mac and Cheese
4/12/20 18:33,3251,2,Sandwich - Brisket,Fries,
4/12/20 18:33,3252,1,Sandwich - Pulled Pork,Fries,
4/12/20 18:33,3252,2,Sandwich - Pulled Pork,Fries,
4/12/20 18:34,3253,1,Sandwich - Brisket,Fries,
4/12/20 18:35,3254,1,Large Platter - Pulled Pork,Green Beans,Fries
4/12/20 18:35,3254,2,Sandwich - Pulled Pork,Fries,
4/12/20 18:36,3255,1,Small Platter - Ribs,Green Beans,
4/12/20 18:36,3256,1,Sandwich - Pulled Pork,Fries,
4/12/20 18:36,3256,2,Sandwich - Brisket,Fries,
4/12/20 18:37,3257,1,Large Platter - Pulled Pork,Fries,Mac and Cheese
4/12/20 18:38,3258,1,Sandwich - Pulled Pork,Fries,
4/12/20 18:39,3259,1,Sandwich - Brisket,Fries,
4/12/20 18:39,3259,2,Small Platter - Brisket,Mac and Cheese,
4/12/20 18:39,3260,1,Small Platter - Brisket,Mac and Cheese,
4/12/20 18:39,3261,1,Sandwich - Brisket,Fries,
4/12/20 18:39,3261,2,Small Platter - Ribs,Mac and Cheese,
4/12/20 18:40,3262,1,Sandwich - Brisket,Fries,
4/12/20 18:40,3262,2,Small Platter - Pulled Pork,Fries,
4/12/20 18:40,3263,1,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 18:40,3263,2,Sandwich - Brisket,Fries,
4/12/20 18:41,3264,1,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 18:41,3264,2,Small Platter - Pulled Pork,Fries,
4/12/20 18:41,3265,1,Small Platter - Brisket,Baked Beans,
4/12/20 18:41,3265,2,Sandwich - Brisket,Fries,
4/12/20 18:41,3266,1,Large Platter - Ribs,Baked Beans,Mac and Cheese
4/12/20 18:41,3266,2,Sandwich - Pulled Pork,Fries,
4/12/20 18:42,3267,1,Small Platter - Brisket,Green Beans,
4/12/20 18:43,3268,1,Large Platter - Pulled Pork,Fries,Green Beans
4/12/20 18:43,3268,2,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 18:44,3269,1,Small Platter - Pulled Pork,Green Beans,
4/12/20 18:44,3269,2,Sandwich - Pulled Pork,Fries,
4/12/20 18:45,3270,1,Sandwich - Pulled Pork,Fries,
4/12/20 18:45,3271,1,Large Platter - Brisket,Baked Beans,Green Beans
4/12/20 18:45,3271,2,Large Platter - Pulled Pork,Green Beans,Green Beans
4/12/20 18:45,3272,1,Sandwich - Pulled Pork,Fries,
4/12/20 18:45,3273,1,Small Platter - Pulled Pork,Fries,
4/12/20 18:45,3273,2,Small Platter - Brisket,Green Beans,
4/12/20 18:45,3274,1,Small Platter - Pulled Pork,Fries,
4/12/20 18:47,3275,1,Large Platter - Pulled Pork,Mac and Cheese,Baked Beans
4/12/20 18:47,3275,2,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 18:47,3276,1,Large Platter - Brisket,Mac and Cheese,Mac and Cheese
4/12/20 18:49,3277,1,Large Platter - Ribs,Green Beans,Mac and Cheese
4/12/20 18:49,3277,2,Large Platter - Pulled Pork,Baked Beans,Green Beans
4/12/20 18:50,3278,1,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 18:50,3278,2,Sandwich - Pulled Pork,Fries,
4/12/20 18:50,3279,1,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 18:50,3279,2,Large Platter - Brisket,Fries,Fries
4/12/20 18:53,3280,1,Sandwich - Brisket,Fries,
4/12/20 18:53,3281,1,Large Platter - Pulled Pork,Green Beans,Green Beans
4/12/20 18:53,3281,2,Sandwich - Pulled Pork,Fries,
4/12/20 18:53,3282,1,Small Platter - Brisket,Fries,
4/12/20 18:53,3283,1,Small Platter - Brisket,Green Beans,
4/12/20 18:55,3284,1,Sandwich - Brisket,Fries,
4/12/20 18:55,3284,2,Sandwich - Pulled Pork,Fries,
4/12/20 18:55,3284,3,Large Platter - Pulled Pork,Mac and Cheese,Mac and Cheese
4/12/20 18:55,3285,1,Large Platter - Ribs,Green Beans,Green Beans
4/12/20 18:55,3285,2,Sandwich - Pulled Pork,Fries,
4/12/20 18:55,3285,3,Large Platter - Brisket,Green Beans,Baked Beans
4/12/20 18:55,3285,4,Sandwich - Brisket,Fries,
4/12/20 18:55,3286,1,Small Platter - Ribs,Mac and Cheese,
4/12/20 18:55,3287,1,Sandwich - Brisket,Fries,
4/12/20 18:57,3288,1,Large Platter - Pulled Pork,Baked Beans,Green Beans
4/12/20 18:57,3288,2,Large Platter - Brisket,Mac and Cheese,Baked Beans
4/12/20 18:57,3288,3,Large Platter - Brisket,Green Beans,Green Beans
4/12/20 18:57,3288,4,Large Platter - Brisket,Mac and Cheese,Fries
4/12/20 18:57,3289,1,Small Platter - Ribs,Mac and Cheese,
4/12/20 18:58,3290,1,Small Platter - Pulled Pork,Fries,
4/12/20 18:58,3290,2,Sandwich - Pulled Pork,Fries,
4/12/20 18:58,3290,3,Large Platter - Ribs,Green Beans,Green Beans
4/12/20 18:58,3290,4,Small Platter - Ribs,Baked Beans,
4/12/20 18:58,3290,5,Sandwich - Pulled Pork,Baked Beans,
4/12/20 18:58,3291,1,Large Platter - Pulled Pork,Baked Beans,Fries
4/12/20 18:58,3291,2,Large Platter - Pulled Pork,Mac and Cheese,Mac and Cheese
4/12/20 18:58,3292,1,Large Platter - Ribs,Mac and Cheese,Green Beans
4/12/20 18:59,3293,1,Large Platter - Ribs,Fries,Green Beans
4/12/20 18:59,3294,1,Large Platter - Pulled Pork,Green Beans,Mac and Cheese
4/12/20 19:03,3295,1,Large Platter - Pulled Pork,Baked Beans,Mac and Cheese
4/12/20 19:03,3295,2,Large Platter - Ribs,Mac and Cheese,Green Beans
4/12/20 19:04,3296,1,Sandwich - Pulled Pork,Fries,
4/12/20 19:04,3297,1,Large Platter - Ribs,Mac and Cheese,Green Beans
4/12/20 19:04,3297,2,Small Platter - Pulled Pork,Fries,
4/12/20 19:05,3298,1,Small Platter - Pulled Pork,Baked Beans,
4/12/20 19:05,3298,2,Sandwich - Pulled Pork,Fries,
4/12/20 19:07,3299,1,Small Platter - Brisket,Green Beans,
4/12/20 19:07,3300,1,Small Platter - Pulled Pork,Fries,
4/12/20 19:07,3301,1,Sandwich - Pulled Pork,Green Beans,
4/12/20 19:07,3301,2,Large Platter - Ribs,Green Beans,Fries
4/12/20 19:08,3302,1,Large Platter - Pulled Pork,Baked Beans,Baked Beans
4/12/20 19:08,3302,2,Small Platter - Brisket,Mac and Cheese,
4/12/20 19:08,3302,3,Sandwich - Pulled Pork,Green Beans,
4/12/20 19:08,3303,1,Large Platter - Ribs,Baked Beans,Baked Beans
4/12/20 19:08,3303,2,Small Platter - Pulled Pork,Green Beans,
4/12/20 19:10,3304,1,Large Platter - Brisket,Green Beans,Baked Beans
4/12/20 19:10,3304,2,Large Platter - Pulled Pork,Green Beans,Fries
4/12/20 19:10,3305,1,Large Platter - Pulled Pork,Baked Beans,Green Beans
4/12/20 19:10,3305,2,Sandwich - Brisket,Fries,
4/12/20 19:12,3306,1,Small Platter - Pulled Pork,Fries,
4/12/20 19:12,3306,2,Large Platter - Pulled Pork,Mac and Cheese,Mac and Cheese
4/12/20 19:13,3307,1,Sandwich - Pulled Pork,Fries,
4/12/20 19:13,3307,2,Sandwich - Pulled Pork,Fries,
4/12/20 19:14,3308,1,Sandwich - Brisket,Fries,
4/12/20 19:14,3308,2,Small Platter - Brisket,Fries,
4/12/20 19:14,3308,3,Sandwich - Brisket,Fries,
4/12/20 19:14,3308,4,Small Platter - Pulled Pork,Green Beans,
4/12/20 19:14,3308,5,Large Platter - Pulled Pork,Green Beans,Green Beans
4/12/20 19:14,3308,6,Sandwich - Pulled Pork,Fries,
4/12/20 19:14,3309,1,Large Platter - Brisket,Fries,Mac and Cheese
4/12/20 19:14,3310,1,Sandwich - Brisket,Fries,
4/12/20 19:14,3310,2,Small Platter - Brisket,Fries,
4/12/20 19:14,3310,3,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 19:14,3311,1,Small Platter - Pulled Pork,Green Beans,
4/12/20 19:14,3312,1,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 19:15,3313,1,Sandwich - Brisket,Fries,
4/12/20 19:15,3313,2,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 19:16,3314,1,Large Platter - Ribs,Green Beans,Fries
4/12/20 19:16,3314,2,Large Platter - Pulled Pork,Fries,Baked Beans
4/12/20 19:16,3314,3,Small Platter - Ribs,Mac and Cheese,
4/12/20 19:16,3314,4,Large Platter - Pulled Pork,Green Beans,Fries
4/12/20 19:16,3314,5,Large Platter - Pulled Pork,Green Beans,Green Beans
4/12/20 19:17,3315,1,Sandwich - Pulled Pork,Mac and Cheese,
4/12/20 19:17,3316,1,Sandwich - Brisket,Fries,
4/12/20 19:18,3317,1,Large Platter - Brisket,Mac and Cheese,Mac and Cheese
4/12/20 19:18,3318,1,Sandwich - Pulled Pork,Fries,
4/12/20 19:19,3319,1,Sandwich - Brisket,Fries,
4/12/20 19:19,3320,1,Sandwich - Pulled Pork,Fries,
4/12/20 19:19,3320,2,Sandwich - Brisket,Fries,
4/12/20 19:20,3321,1,Sandwich - Brisket,Fries,
4/12/20 19:20,3321,2,Sandwich - Brisket,Fries,
4/12/20 19:20,3321,3,Small Platter - Ribs,Green Beans,
4/12/20 19:21,3322,1,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 19:21,3322,2,Small Platter - Pulled Pork,Baked Beans,
4/12/20 19:22,3323,1,Small Platter - Pulled Pork,Mac and Cheese,
4/12/20 19:22,3323,2,Small Platter - Brisket,Mac and Cheese,
4/12/20 19:23,3324,1,Sandwich - Brisket,Fries,
